county,Median_Income ,Education_Level,Homeownership,Population_Density
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103
Wayne County,46440,23.3,64.01,1103